brand,url_part,title,final Price,Original Price
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1945051/buy,Printed A-Line Kurta,599,1199
AKS,kurtas/aks/aks-women-navy--white-printed-straight-kurta/2448865/buy,Printed Straight Kurta,719,1199
AKS,kurtas/aks/aks-women-green--black-printed-anarkali-kurta/2448911/buy,Printed Anarkali Kurta,974,1499
AKS,kurtas/aks/aks-women-turquoise-blue--white-printed-straight-kurta/2448957/buy,Printed Straight Kurta,719,1199
AKS,kurtas/aks/aks-women-beige--brown-printed-cold-shoulder-anarkali-kurta/2262277/buy,Printed Anarkali Kurta,949,1899
AKS,kurtas/aks/aks-women-grey-solid-a-line-kurta/2262335/buy,Solid A-Line Kurta,854,1899
AKS,kurtas/aks/aks-women-pink--yellow-printed-a-line-kurta/2493423/buy,Printed A-Line Kurta,909,1299
AKS,kurtas/aks/aks-women-blue--black-printed-anarkali-kurta/2111408/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-white--black-printed-a-line-kurta/2262275/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-navy--white-printed-a-line-kurta/2463729/buy,Printed A-Line Kurta,824,1099
AKS,kurtas/aks/aks-women-off-white-yoke-design-straight-kurta/2463722/buy,Yoke Design Straight Kurta,1039,1599
AKS,kurtas/aks/aks-women-black--blue-printed-anarkali-kurta/2262322/buy,Printed Anarkali Kurta,999,1999
AKS,kurtas/aks/aks-women-coffee-brown-printed-a-line-kurta/2095451/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-olive-green--navy-blue-printed-a-line-kurta/2262330/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-pink--blue-printed-a-line-kurta/2448933/buy,Printed A-Line Kurta,909,1299
AKS,kurtas/aks/aks-women-blue--off-white-printed-anarkali-kurta/2250048/buy,Printed Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-black--off-white-printed-a-line-kurta/2250029/buy,Printed A-Line Kurta,604,1099
AKS,kurtas/aks/aks-women-blue-solid-straight-fringed-kurta/2111518/buy,Solid Straight Fringed Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--white-printed-straight-kurta/2493424/buy,Printed Straight Kurta,824,1099
AKS,kurtas/aks/aks-women-teal-blue--beige-colourblocked-straight-kurta/2167393/buy,Colourblocked Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-navy-solid-straight-kurta/2111520/buy,Solid Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-a-line-kurta/2463745/buy,Printed A-Line Kurta,1049,1499
AKS,kurtas/aks/aks-women-mustard--maroon-printed-a-line-kurta/2262290/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-brown--maroon-printed-straight-kurta/2249985/buy,Printed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-maroon--yellow-printed-straight-kurta/2024453/buy,Printed Straight Kurta,649,999
AKS,kurtas/aks/aks-women-navy--red-printed-anarkali-kurta/2493384/buy,Printed Anarkali Kurta,1049,1499
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-layered-straight-kurta/2287442/buy,Printed Layered Straight Kurta,879,2199
AKS,kurtas/aks/aks-women-red--cream-coloured-printed-straight-kurta/2448846/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-pink-solid-tiered-anarkali-kurta/2111416/buy,Solid Tiered Anarkali Kurta,854,1899
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-a-line-kurta/1951402/buy,Printed A-Line Kurta,854,1899
AKS,kurtas/aks/aks-women-yellow-printed-a-line-kurta/2111390/buy,Printed A-Line Kurta,854,1899
AKS,kurtas/aks/aks-women-charcoal-grey--brown-printed-straight-kurta/2448863/buy,Printed Straight Kurta,599,999
AKS,kurtas/aks/aks-women-green--grey-printed-anarkali-kurta/2493374/buy,Printed Anarkali Kurta,1039,1599
AKS,kurtas/aks/aks-women-blue-dyed-a-line-kurta/2250055/buy,Dyed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-navy--maroon-printed-a-line-kurta/2250036/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-cream-coloured-solid-a-line-kurta/2167396/buy,Solid A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--red-printed-straight-kurta/2448923/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-orange--brown-printed-a-line-kurta/2111381/buy,Printed A-Line Kurta,599,1199
AKS,kurtas/aks/aks-women-blue--brown-printed-straight-kurta/2249982/buy,Printed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-pink-solid-straight-kurta/2262272/buy,Solid Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-peach-coloured--green-printed-straight-kurta/2111389/buy,Printed Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-off-white--blue-printed-straight-kurta/2493416/buy,Printed Straight Kurta,909,1299
AKS,kurtas/aks/aks-women-coral-pink--white-printed-a-line-kurta/2024448/buy,Printed A-Line Kurta,599,999
AKS,kurtas/aks/aks-women-green-floral-print-cold-shoulder-straight-kurta/2111410/buy,Cold Shoulder Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-brown-printed-straight-kurta/2111378/buy,Printed Straight Kurta,699,999
AKS,kurtas/aks/aks-women-red--beige-crepe-printed-straight-kurta/2024460/buy,Printed Straight Kurta,629,899
AKS,kurtas/aks/aks-women-beige--black-colourblocked-straight-kurta/2448853/buy,Colourblocked Straight Kurta,719,1199
AKS,kurtas/aks/aks-women-red-solid-crepe-off-shoulder-straight-kurta/2095554/buy,Off-Shoulder Straight Kurta,599,799
AKS,kurtas/aks/aks-women-blue--white-printed-off-shoulder-straight-kurta/2095547/buy,Printed Straight Kurta,559,699
AKS,kurtas/aks/aks-women-beige-solid-straight-kurta/2448852/buy,Solid Straight Kurta,779,1299
AKS,kurtas/aks/aks-women-mustard-yellow--brown-printed-straight-kurta/2448860/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-pink--white-printed-anarkali-kurta/2493401/buy,Printed Anarkali Kurta,1019,1699
AKS,kurtas/aks/aks-women-green--orange-printed-a-line-kurta/2111373/buy,Printed A-Line Kurta,974,1499
AKS,kurtas/aks/aks-women-blue-printed-tiered-anarkali-kurta/2167341/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-yellow--grey-printed-anarkali-kurta/2127694/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-navy--cream-coloured-printed-anarkali-kurta/2249970/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-cream-coloured--green-printed-a-line-kurta/2262296/buy,Printed A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-mustard-yellow--black-printed-anarkali-kurta/2262315/buy,Printed Anarkali Kurta,854,1899
AKS,kurtas/aks/aks-women-mustard-brown--white-printed-a-line-kurta/2095002/buy,A-Line Kurta,815,1599
AKS,kurtas/aks/aks-women-red-embroidered-detail-straight-kurta/1945068/buy,Embroidered Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-blue-solid-a-line-kurta/2095088/buy,A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-grey--maroon-printed-a-line-kurta/2249981/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2262306/buy,Printed A-Line Kurta,759,1899
AKS,kurtas/aks/aks-women-black--green-yoke-design-a-line-kurta/2262299/buy,Yoke Design A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--red-printed-a-line-kurta/2024413/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-cream-coloured--taupe-printed-a-line-kurta/1945091/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-navy-solid-straight-kurta/2111528/buy,Solid Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-red-printed-a-line-kurta/2095114/buy,A-Line Kurta,599,799
AKS,kurtas/aks/aks-women-rust-orange--brown-printed-straight-kurta/2250006/buy,Printed Straight Kurta,629,899
AKS,kurtas/aks/aks-women-black--mustard-yellow-printed-tiered-a-line-kurta/2287437/buy,Printed A-Line Kurta,809,1799
AKS,kurtas/aks/aks-women-orange-solid-anarkali-kurta/2262334/buy,Solid Anarkali Kurta,854,1899
AKS,kurtas/aks/aks-women-red-embellished-straight-kurta/2111401/buy,Embellished Straight Kurta,799,1599
AKS,kurtas/aks/aks-women-beige--brown-printed-a-line-kurta/2111514/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-beige-silk-embroidred-straight-kurta/2111522/buy,Embroidred Straight Kurta,999,1999
AKS,kurtas/aks/aks-women-navy--green-floral-print-a-line-kurta/2167383/buy,Floral Print A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-red--beige-printed-a-line-kurta/1951404/buy,Printed A-Line Kurta,815,1599
AKS,kurtas/aks/aks-women-orange--yellow-printed-a-line-kurta/1945090/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--white-printed-layered-anarkali-kurta/2095524/buy,Printed Layered Anarkali Kurta,989,2199
AKS,kurtas/aks/aks-women-pink-printed-layered-a-line-kurta/2095086/buy,Layered A-Line Kurta,849,1699
AKS,kurtas/aks/aks-women-multicoloured-printed-straight-kurta/2095046/buy,Straight Kurta,599,999
AKS,kurtas/aks/aks-women-beige--blue-printed-a-line-kurta/2095014/buy,A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-green--pink-printed-angrakha-anarkali-kurta/2024454/buy,Angrakha Anarkali Kurta,949,1899
AKS,kurtas/aks/aks-women-white--black-printed-straight-kurta/2024461/buy,Printed Straight Kurta,599,799
AKS,kurtas/aks/aks-women-blue-printed-straight-kurta/1945088/buy,Printed Straight Kurta,699,999
AKS,kurtas/aks/aks-women-navy--off-white-printed-straight-kurta/2463738/buy,Printed Straight Kurta,824,1099
AKS,kurtas/aks/aks-women-beige-embroidered-detail-straight-kurta/2167395/buy,Embroidered Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-mustard-yellow-printed-straight-kurta/2448874/buy,Printed Straight Kurta,599,999
AKS,kurtas/aks/aks-women-grey-solid-straight-kurta/2111368/buy,Solid Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--white-printed-anarkali-kurta/2262291/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-maroon-solid-anarkali-kurta/2262325/buy,Solid Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-mustard-yellow--black-checked-straight-kurta/2024433/buy,Checked Straight Kurta,599,1199
AKS,kurtas/aks/aks-women-peach-coloured-embroidered-straight-kurta/1945059/buy,Embroidered Straight Kurta,599,999
AKS,kurtas/aks/aks-women-blue--beige-printed-a-line-kurta/2250033/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-mustard-yellow-embroidered-straight-kurta/1945063/buy,Embroidered Straight Kurta,749,1499
AKS,kurtas/aks/aks-women-yellow-yoke-design-straight-kurta/2249979/buy,Yoke Design Straight Kurta,699,999
AKS,kurtas/aks/aks-women-green-solid-a-line-kurta/1951414/buy,Solid A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2463736/buy,Printed A-Line Kurta,1049,1499
AKS,kurtas/aks/aks-women-maroon--beige-kalamkari-print-straight-kurta-with-ethnic-jacket/2024423/buy,Printed Straight Kurta,1099,2199
AKS,kurtas/aks/aks-women-magenta-yoke-design-silk-a-line-kurta/2167356/buy,Yoke Design A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-cream-coloured--red-printed-a-line-kurta/1945105/buy,Printed A-Line Kurta,824,1499
AKS,kurtas/aks/aks-women-taupe-solid-straight-kurta/1945054/buy,Solid Straight Kurta,629,899
AKS,kurtas/aks/aks-women-beige--brown-printed-anarkali-kurta/2095520/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-grey-solid-anarkali-kurta/1945112/buy,Solid Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-red-solid-straight-kurta/2448857/buy,Solid Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-navy--green-printed-straight-kurta/2262280/buy,Printed Straight Kurta,699,999
AKS,kurtas/aks/aks-women-black-kalamkari-print-detail-angrakha-style-straight-kurta/2448858/buy,Angrakha Style Straight Kurta,599,999
AKS,kurtas/aks/aks-women-magenta-solid-straight-kurta/2262336/buy,Solid Straight Kurta,599,1199
AKS,kurtas/aks/aks-women-navy-blue-floral-print-straight-kurta/2024424/buy,Floral Print Straight Kurta,699,999
AKS,kurtas/aks/aks-women-brown--beige-printed-straight-kurta/2448873/buy,Printed Straight Kurta,719,1199
AKS,kurtas/aks/aks-women-red--white-printed-straight-kurta/2448851/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-peach-coloured-solid-a-line-kurta/2448952/buy,Solid A-Line Kurta,844,1299
AKS,kurtas/aks/aks-women-cream-coloured--black-printed-anarkali-kurta/2167390/buy,Printed Anarkali Kurta,854,1899
AKS,kurtas/aks/aks-women-black-printed-detail-a-line-kurta/2095431/buy,Printed Detail A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-peach-coloured--green-floral-print-off-shoulder-straight-kurta/2111409/buy,Off-Shoulder Straight Kurta,629,899
AKS,kurtas/aks/aks-women-grey--pink-printed-straight-kurta/1945056/buy,Printed Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-mustard-yellow--purple-printed-a-line-kurta/2024419/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-brown-printed-anarkali-kurta/2167384/buy,Printed Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-orange-floral-print-angrakha-anarkali-kurta/2111386/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-white--pink-printed-anarkali-kurta/2250059/buy,Printed Anarkali Kurta,649,1299
AKS,kurtas/aks/aks-women-navy--red-printed-layered-a-line-kurta/2250042/buy,Printed Layered A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--rust-orange-printed-a-line-kurta/2024470/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-black-woven-design-straight-kurta/2448881/buy,Woven Design Straight Kurta,599,999
AKS,kurtas/aks/aks-women-magenta--white-printed-anarkali-kurta/2095501/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-maroon-solid-straight-kurta/2448950/buy,Solid Straight Kurta,629,899
AKS,kurtas/aks/aks-women-mustard-yellow-solid-fringed-straight-kurta/2111516/buy,Solid Straight Kurta,714,1299
AKS,kurtas/aks/aks-women-rust-red--black-printed-anarkali-kurta/2448908/buy,Printed Anarkali Kurta,909,1299
AKS,kurtas/aks/aks-women-blue-solid-cold-shoulder-kurta/2095538/buy,Women Cold Shoulder Kurta,599,799
AKS,kurtas/aks/aks-women-black--beige-printed-anarkali-kurta/2127700/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-off-white-embroidered-detail-a-line-kurta/1945062/buy,Embroidered A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-white--blue-striped-straight-kurta/2382500/buy,Striped Straight Kurta,899,1199
AKS,kurtas/aks/aks-women-beige--red-printed-straight-kurta/2127702/buy,Printed Straight Kurta,699,999
AKS,kurtas/aks/aks-women-cream-coloured--pink-printed-straight-kurta/2250070/buy,Printed Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-blue-ethnic-print-a-line-kurta/2382501/buy,Ethnic Print A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-off-white-solid-anarkali-kurta/1945111/buy,Solid Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-mustard-yellow-solid-straight-kurta/2448879/buy,Solid Straight Kurta,779,1299
AKS,kurtas/aks/aks-women-maroon--grey-printed-layered-a-line-kurta/2095565/buy,Printed Layered A-Line Kurta,1044,1899
AKS,kurtas/aks/aks-women-red--beige-printed-anarkali-kurta/2250041/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-yellow-solid-crepe-straight-kurta/2095518/buy,Solid Crepe Straight Kurta,699,999
AKS,kurtas/aks/aks-women-navy-georgette-a-line-kurta/2095550/buy,Women A-Line Kurta,809,1799
AKS,kurtas/aks/aks-women-cream-printed-straight-kurta/2094962/buy,Printed Straight Kurta,649,999
AKS,kurtas/aks/aks-women-yellow-printed-straight-kurta/2250069/buy,Printed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--off-white-printed-straight-kurta/1951406/buy,Printed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-olive-green--navy-blue-printed-anarkali-kurta/2262287/buy,Printed Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-black--beige-printed-anarkali-kurta/2082279/buy,Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-yellow-solid-anarkali-kurta/2095442/buy,A-Line Kurta,809,1799
AKS,kurtas/aks/aks-women-mustard-yellow-printed-angrakha-style-straight-kurta/2167351/buy,Yoke Angrakha-Style Kurta,815,1599
AKS,kurtas/aks/aks-women-navy-printed-tiered-anarkali-kurta/2167334/buy,Printed Anarkali Kurta,899,1799
AKS,kurtas/aks/aks-women-coral-pink--white-floral-print-a-line-kurta/2287440/buy,Floral Print A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-green-solid-straight-kurta/2127693/buy,Solid Straight Kurta,599,799
AKS,kurtas/aks/aks-women-brown--mustard-yellow-printed-anarkali-kurta/2287434/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-pink-yoke-design-anarkali-kurta/2448902/buy,Yoke Design Anarkali Kurta,909,1299
AKS,kurtas/aks/aks-women-magenta-straight-kurta-with-printed-detail/2094959/buy,Kurta with Printed Detail,559,699
AKS,kurtas/aks/aks-women-yellow--green-striped-a-line-kurta/1945109/buy,Striped A-Line Kurta,815,1599
AKS,kurtas/aks/aks-women-black--mustard-yellow-printed-straight-kurta/2448861/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-red--beige-printed-a-line-kurta/2095532/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-yellow--pink-printed-a-line-kurta/2250056/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2095531/buy,Printed A-Line Kurta,674,1499
AKS,kurtas/aks/aks-women-mustard-yellow--maroon-printed-a-line-kurta/2250032/buy,Printed A-Line Kurta,815,1599
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2448896/buy,Printed A-Line Kurta,909,1299
AKS,kurtas/aks/aks-women-navy--brown-printed-straight-kurta/1945089/buy,Printed Straight Kurta,599,799
AKS,kurtas/aks/aks-women-black--yellow-printed-a-line-kurta/1945103/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-brown--peach-coloured-printed-a-line-kurta/2095044/buy,Printed A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-red--blue-printed-anarkali-kurta/1945094/buy,Printed Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-cream--green-printed-anarkali-kurta/2095454/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-navy-blue-self-striped-straight-kurta/2024432/buy,Self-Striped Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-pink-printed-a-line-kurta/2095006/buy,Printed A-Line Kurta,699,999
AKS,kurtas/aks/aks-women-olive-green--red-printed-a-line-kurta/2024451/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-mustard-yellow-yoke-design-straight-kurta/2262332/buy,Yoke Design Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-mustard-yellow-fringed-straight-kurta/2111517/buy,Fringed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-navy-blue-straight-kurta/1951415/buy,Straight Kurta,629,899
AKS,kurtas/aks/aks-red-printed-cold-shoulder-kurta/2082380/buy,Printed Cold Shoulder Kurta,604,1099
AKS,kurtas/aks/aks-women-beige-printed-anarkali-kurta/1945076/buy,Printed Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-mustard-yellow-printed-anarkali-kurta/2024452/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-green-floral-khari-print-anarkali-kurta/2382487/buy,Khari Print Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/1629135/buy,Cotton A-Line Kurta,1359,1599
AKS,kurtas/aks/aks-women-navy--cream-coloured-yoke-design-straight-kurta/2249969/buy,Yoke Design Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-red-solid-straight-kurta/2094957/buy,Straight Kurta,674,899
AKS,kurtas/aks/aks-women-green-anarkali-kurta/2111417/buy,Anarkali Kurta,854,1899
AKS,kurtas/aks/aks-women-pink-printed-angrakha-style-straight-kurta/2167353/buy,Angrakha-Style Kurta,815,1599
AKS,kurtas/aks/aks-women-black--beige-printed-anarkali-kurta/2095460/buy,Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-navy-blue--white-printed-anarkali-kurta/1951405/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-white--pink-printed-anarkali-kurta/2095000/buy,Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-mustard-yellow--blue-printed-a-line-kurta-with-ethnic-jacket/2250062/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-beige--navy-printed-layered-a-line-kurta/2094981/buy,Layered A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2127712/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--white-printed-anarkali-kurta/2463741/buy,Printed Anarkali Kurta,1999,2499
AKS,kurtas/aks/aks-women-green-printed-anarkali-kurta/2167382/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-navy--off-white-printed-straight-kurta/2463744/buy,Printed Straight Kurta,824,1099
AKS,kurtas/aks/aks-women-black--white-printed-anarkali-kurta/2448901/buy,Printed Anarkali Kurta,764,1499
AKS,kurtas/aks/aks-women-black-woven-design-a-line-kurta/2262301/buy,Woven Design A-Line Kurta,799,1599
AKS,kurtas/aks/aks-women-pink--yellow-printed-anarkali-kurta/2111391/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-red--black-printed-layered-straight-kurta/2262292/buy,Printed Layered Straight Kurta,899,1999
AKS,kurtas/aks/aks-women-red--off-white-printed-anarkali-kurta/2024444/buy,Printed Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-multicoloured-woven-design-a-line-kurta/2249977/buy,Woven Design A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-coffee-brown--off-white-printed-a-line-kurta/2250050/buy,Printed A-Line Kurta,809,1799
AKS,kurtas/aks/aks-women-maroon-solid-a-line-kurta/2167350/buy,Solid A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-mustard-yellow-printed-straight-kurta/2287435/buy,Printed Straight Kurta,649,1299
AKS,kurtas/aks/aks-women-green-embroidered-straight-kurta/2167400/buy,Embroidered Straight Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--green-printed-a-line-kurta/2111380/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-navy-blue--white-printed-straight-kurta/2463734/buy,Printed Straight Kurta,824,1099
AKS,kurtas/aks/aks-women-grey-solid-straight-kurta/2262328/buy,Solid Straight Kurta,599,1199
AKS,kurtas/aks/aks-women-mustard-yellow--orange-printed-a-line-kurta/2448849/buy,Printed A-Line Kurta,659,1099
AKS,kurtas/aks/aks-women-black-floral-print-a-line-kurta/2111423/buy,Floral Print A-Line Kurta,989,2199
AKS,kurtas/aks/aks-women-white-solid-a-line-kurta/1951411/buy,Solid A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-navy-blue-solid-straight-kurta/2448944/buy,Solid Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-black--off-white-printed-anarkali-kurta/2493398/buy,Printed Anarkali Kurta,1049,1499
AKS,kurtas/aks/aks-women-peach-coloured-solid-straight-kurta/2250075/buy,Solid Straight Kurta,599,1199
AKS,kurtas/aks/aks-women-green-solid-anarkali-kurta/2250043/buy,Solid Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-blue--orange-printed-anarkali-kurta/2095091/buy,Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/2111370/buy,Printed A-Line Kurta,749,1499
AKS,kurtas/aks/aks-beige-printed-anarkali-kurta/2095491/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-off-white--grey-striped-a-line-kurta/2167360/buy,Striped A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-blue--white-woven-design-a-line-kurta/2448900/buy,Woven Design A-Line Kurta,1019,1699
AKS,kurtas/aks/aks-women-brown-linen-straight-kurta/2095476/buy,Straight Kurta,629,899
AKS,kurtas/aks/aks-women-mustard-yellow--black-printed-straight-kurta/2287438/buy,Printed Straight Kurta,519,1299
AKS,kurtas/aks/aks-women-black-printed-anarkali-kurta/2095493/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-pink--green-printed-layered-a-line-kurta/2095512/buy,Printed Layered A-Line Kurta,599,999
AKS,kurtas/aks/aks-women-orange-printed-anarkali-kurta/2167331/buy,Printed Anarkali Kurta,899,1799
AKS,kurtas/aks/aks-women-yellow-patterned-anarkali-kurta/2382478/buy,Patterned Anarkali Kurta,999,1999
AKS,kurtas/aks/aks-women-red-printed-anarkali-kurta/2095093/buy,Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-white--grey-printed-a-line-kurta/2448935/buy,Printed A-Line Kurta,909,1299
AKS,kurtas/aks/aks-white--navy-printed-anarkali-kurta/2082343/buy,Printed Anarkali Kurta,604,1099
AKS,kurtas/aks/aks-women-peach-coloured-straight-kurta-with-embroidered-jacket/2111527/buy,Solid Straight Kurta,1524,2499
AKS,kurtas/aks/aks-women-yellow--pink-printed-anarkali-kurta/2111384/buy,Printed Anarkali Kurta,719,1599
AKS,kurtas/aks/aks-women-white--navy-printed-straight-kurta/2082344/buy,Printed Straight Kurta,699,999
AKS,kurtas/aks/aks-women-navy-blue-solid-straight-kurta/1945061/buy,Solid Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-black--maroon-printed-anarkali-kurta/2287436/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-grey--pink-printed-straight-kurta/1945055/buy,Printed Straight Kurta,604,1099
AKS,kurtas/aks/aks-women-blue--off-white-printed-a-line-kurta/2249994/buy,Printed A-Line Kurta,604,1099
AKS,kurtas/aks/aks-women-pink--green-printed-anarkali-kurta/1951420/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-maroon-solid-straight-kurta/1951410/buy,Solid Straight Kurta,599,999
AKS,kurtas/aks/aks-women-pink--green-yoke-design-anarkali-kurta/2082396/buy,Yoke Design Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-mustard--rust-printed-anarkali-kurta/1975472/buy,Printed Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-beige-yoke-design-a-line-kurta/2262304/buy,Yoke Design A-Line Kurta,649,1299
AKS,kurtas/aks/aks-women-navy-floral-print-anarkali-kurta/2082413/buy,Printed Anarkali Kurta,764,1699
AKS,kurtas/aks/aks-women-navy--off-white-printed-a-line-kurta/2095462/buy,Printed A-Line Kurta,815,1599
AKS,kurtas/aks/aks-women-black-solid-a-line-kurta/2082308/buy,Solid A-Line Kurta,519,1299
